accession,evidence,location,MANUAL_MAP
P93788,ECO:0000269,Cell membrane,Cell.membrane
Q5DTW7,ECO:0000269,Nucleus,Nucleus
Q13127,ECO:0000269,Nucleus,Nucleus
Q13127,ECO:0000269,Cytoplasm,Cytoplasm
Q8VIG1,ECO:0000269,Nucleus,Nucleus
Q8VIG1,ECO:0000269,Cytoplasm,Cytoplasm
O54963,ECO:0000269,Nucleus,Nucleus
Q9ZQ19,ECO:0000269,Nucleus,Nucleus
Q6K9U2,ECO:0000269,Nucleus,Nucleus
Q6IP18,ECO:0000269,Nucleus,Nucleus
P15927,ECO:0000269,Nucleus,Nucleus
P38234,ECO:0000269,Cytoplasm,Cytoplasm
P40043,ECO:0000269,Cell membrane,Cell.membrane
P40188,ECO:0000269,Cytoplasm,Cytoplasm
O15539,ECO:0000269,Cytoplasm,Cytoplasm
O15539,ECO:0000269,Membrane,Cell.membrane
P49758,ECO:0000269,Cytoplasm,Cytoplasm
P49758,ECO:0000269,Membrane,Cell.membrane
P49758,ECO:0000269,Nucleus,Nucleus
Q9Z2H2,ECO:0000269,Cytoplasm,Cytoplasm
Q9Z2H2,ECO:0000269,Cell membrane,Cell.membrane
P49802,ECO:0000269,Cytoplasm,Cytoplasm
P49802,ECO:0000269,Cell membrane,Cell.membrane
P49802,ECO:0000269,Membrane,Cell.membrane
Q94A52,ECO:0000269,Nucleus,Nucleus
Q94A52,ECO:0000269,Nucleus speckle,Nucleus
Q94A52,ECO:0000269,Cytoplasm,Cytoplasm
Q15382,ECO:0000269,Golgi apparatus membrane,Golgi.apparatus
Q15382,ECO:0000269,Cytoplasm,Cytoplasm
Q15382,ECO:0000269,Endoplasmic reticulum membrane,Endoplasmic.reticulum
P25378,ECO:0000269,Cell membrane,Cell.membrane
P63033,ECO:0000269,Cell membrane,Cell.membrane
Q6ZWK4,ECO:0000269,Cell membrane,Cell.membrane
P17081,ECO:0000269,Cytoplasm,Cytoplasm
P17081,ECO:0000269,Cell membrane,Cell.membrane
Q7L0Q8,ECO:0000269,Cell membrane,Cell.membrane
Q7L0Q8,ECO:0000269,Golgi apparatus membrane,Golgi.apparatus
Q7L0Q8,ECO:0000269,Cell junction,Cell.membrane
Q9Z1Y0,ECO:0000269,Cell membrane,Cell.membrane
Q9LVD0,ECO:0000269,Nucleus,Nucleus
Q94JQ4,ECO:0000269,Plastid,Plastid
P52758,ECO:0000269,Cytoplasm,Cytoplasm
P52758,ECO:0000269,Nucleus,Nucleus
P52759,ECO:0000269,Peroxisome,Peroxisome
P52759,ECO:0000269,Mitochondrion,Mitochondrion
Q9XZ34,ECO:0000269,Nucleus,Nucleus
Q9XZ34,ECO:0000269,Chromosome,Nucleus
Q5UIP0,ECO:0000269,Nucleus,Nucleus
Q5UIP0,ECO:0000269,Chromosome,Nucleus
Q5UIP0,ECO:0000269,Cytoplasm,Cytoplasm
P86129,ECO:0000269,Secreted,Extracellular
Q6ZS17,ECO:0000269,Cytoplasm,Cytoplasm
Q6ZS17,ECO:0000269,Golgi apparatus,Golgi.apparatus
Q68FE6,ECO:0000269,Cytoplasm,Cytoplasm
A9ZLX4,ECO:0000269,Cytoplasm,Cytoplasm
Q9Y4F9,ECO:0000269,Cytoplasm,Cytoplasm
Q7TP54,ECO:0000269,Apical cell membrane,Cell.membrane
Q02SM0,ECO:0000269,Secreted,Extracellular
Q99578,ECO:0000269,Nucleus,Nucleus
Q99578,ECO:0000269,Cell membrane,Cell.membrane
P70425,ECO:0000269,Nucleus,Nucleus
P70425,ECO:0000269,Cell membrane,Cell.membrane
Q96K30,ECO:0000269,Cytoplasm,Cytoplasm
Q96K30,ECO:0000269,Nucleus,Nucleus
P0CJ62,ECO:0000269,Cytoplasm,Cytoplasm
P0CJ62,ECO:0000269,Nucleus,Nucleus
P23326,ECO:0000269,Plastid,Plastid
P82180,ECO:0000269,Plastid,Plastid
P93050,ECO:0000269,Cell membrane,Cell.membrane
Q08961,ECO:0000269,Cytoplasm,Cytoplasm
Q08961,ECO:0000269,Nucleus,Nucleus
P38222,ECO:0000269,Nucleus,Nucleus
P0CX54,ECO:0000269,Cytoplasm,Cytoplasm
P49666,ECO:0000269,Endoplasmic reticulum,Endoplasmic.reticulum
P04449,ECO:0000269,Cytoplasm,Cytoplasm
P24000,ECO:0000269,Cytoplasm,Cytoplasm
P0CX45,ECO:0000269,Cytoplasm,Cytoplasm
P0CX46,ECO:0000269,Cytoplasm,Cytoplasm
P14120,ECO:0000269,Cytoplasm,Cytoplasm
Q29223,ECO:0000269,Endoplasmic reticulum,Endoplasmic.reticulum
P51402,ECO:0000269,Cytoplasm,Cytoplasm
P17076,ECO:0000269,Cytoplasm,Cytoplasm
P29453,ECO:0000269,Cytoplasm,Cytoplasm
P02400,ECO:0000269,Cytoplasm,Cytoplasm
O14317,ECO:0000269,Cytoplasm,Cytoplasm
P82876,ECO:0000269,Secreted,Extracellular
P82877,ECO:0000269,Secreted,Extracellular
P40693,ECO:0000269,Nucleus,Nucleus
Q5T653,ECO:0000269,Mitochondrion,Mitochondrion
P12687,ECO:0000269,Mitochondrion,Mitochondrion
Q3ZBX6,ECO:0000269,Mitochondrion,Mitochondrion
P09001,ECO:0000269,Mitochondrion,Mitochondrion
P23369,ECO:0000269,Mitochondrion,Mitochondrion
Q32PC3,ECO:0000269,Mitochondrion,Mitochondrion
Q9P0M9,ECO:0000269,Mitochondrion,Mitochondrion
Q99N92,ECO:0000269,Mitochondrion,Mitochondrion
P36526,ECO:0000269,Mitochondrion,Mitochondrion
Q2HJJ1,ECO:0000269,Mitochondrion,Mitochondrion
Q13084,ECO:0000269,Mitochondrion,Mitochondrion
P36527,ECO:0000269,Mitochondrion,Mitochondrion
Q58DV5,ECO:0000269,Mitochondrion,Mitochondrion
Q8TCC3,ECO:0000269,Mitochondrion,Mitochondrion
P34560,ECO:0000269,Cytoplasm,Cytoplasm
Q96DB5,ECO:0000269,Cytoplasm,Cytoplasm
Q03441,ECO:0000269,Cytoplasm,Cytoplasm
Q96LZ7,ECO:0000269,Cytoplasm,Cytoplasm
Q96TC7,ECO:0000269,Mitochondrion outer membrane,Mitochondrion
Q96TC7,ECO:0000269,Cytoplasm,Cytoplasm
Q96TC7,ECO:0000269,Nucleus,Nucleus
Q9H9V4,ECO:0000269,Golgi apparatus,Golgi.apparatus
Q9H9V4,ECO:0000269,Endoplasmic reticulum,Endoplasmic.reticulum
Q5XPI4,ECO:0000269,Cytoplasm,Cytoplasm
Q96EQ8,ECO:0000269,Golgi apparatus membrane,Golgi.apparatus
Q9BV68,ECO:0000269,Cytoplasm,Cytoplasm
Q9BV68,ECO:0000269,Nucleus,Nucleus
Q8TEB7,ECO:0000269,Cytoplasm,Cytoplasm
Q9NVW2,ECO:0000269,Nucleus,Nucleus
Q9WTV7,ECO:0000269,Nucleus,Nucleus
Q90972,ECO:0000269,Nucleus,Nucleus
O43567,ECO:0000269,Endoplasmic reticulum membrane,Endoplasmic.reticulum
Q9UBS8,ECO:0000269,Cytoplasm,Cytoplasm
Q9UBS8,ECO:0000269,Nucleus,Nucleus
D4AVI0,ECO:0000269,Secreted,Extracellular
Q9Y225,ECO:0000269,Golgi apparatus membrane,Golgi.apparatus
P53942,ECO:0000269,Cytoplasm,Cytoplasm
P53942,ECO:0000269,Nucleus,Nucleus
O94627,ECO:0000269,Nucleus,Nucleus
O94627,ECO:0000269,Cytoplasm,Cytoplasm
Q05635,ECO:0000269,Nucleus,Nucleus
P52129,ECO:0000269,Cytoplasm,Cytoplasm
P80022,ECO:0000269,Secreted,Extracellular
Q5VYX0,ECO:0000269,Secreted,Extracellular
A7RDN6,ECO:0000269,Secreted,Extracellular
Q0WL81,ECO:0000269,Cytoplasm,Cytoplasm
P85058,ECO:0000269,Secreted,Extracellular
P85053,ECO:0000269,Secreted,Extracellular
Q8LGU7,ECO:0000269,Cytoplasm,Cytoplasm
P45818,ECO:0000269,Nucleus,Nucleus
O34857,ECO:0000269,Cytoplasm,Cytoplasm
Q9Y7Y6,ECO:0000269,Cytoplasm,Cytoplasm
Q9Y7Y6,ECO:0000269,Nucleus,Nucleus
Q9USM1,ECO:0000269,Cytoplasm,Cytoplasm
Q9USM1,ECO:0000269,Nucleus,Nucleus
A9C3R9,ECO:0000269,Cytoplasm,Cytoplasm
A9C3R9,ECO:0000269,Cell membrane,Cell.membrane
A9C3R8,ECO:0000269,Cytoplasm,Cytoplasm
A9C3R8,ECO:0000269,Cell membrane,Cell.membrane
Q0WVE8,ECO:0000269,Nucleus,Nucleus
A9LLI7,ECO:0000269,Nucleus,Nucleus
A9LLI7,ECO:0000269,Cytoplasm,Cytoplasm
O42853,ECO:0000269,Cytoplasm,Cytoplasm
P30876,ECO:0000269,Nucleus,Nucleus
O35427,ECO:0000269,Cell membrane,Cell.membrane
Q9C0Z9,ECO:0000269,Cytoplasm,Cytoplasm
Q9C0Z9,ECO:0000269,Nucleus,Nucleus
P47076,ECO:0000269,Nucleus,Nucleus
F1PBJ0,ECO:0000269,Cell junction,Cell.membrane
F1M386,ECO:0000269,Cell membrane,Cell.membrane
Q8TEU7,ECO:0000269,Cytoplasm,Cytoplasm
Q8TEU7,ECO:0000269,Cell membrane,Cell.membrane
Q9ZRF9,ECO:0000269,Cell membrane,Cell.membrane
Q9S7I6,ECO:0000269,Cell membrane,Cell.membrane
P82162,ECO:0000269,Plastid,Plastid
P06507,ECO:0000269,Plastid,Plastid
Q7L523,ECO:0000269,Cytoplasm,Cytoplasm
Q7L523,ECO:0000269,Nucleus,Nucleus
Q7L523,ECO:0000269,Lysosome,Lysosome/Vacuole
Q06109,ECO:0000269,Mitochondrion,Mitochondrion
P82412,ECO:0000269,Plastid,Plastid
P40470,ECO:0000269,Nucleus,Nucleus
P48589,ECO:0000269,Cytoplasm,Cytoplasm
P39019,ECO:0000269,Nucleus,Nucleus
P97351,ECO:0000269,Cytoplasm,Cytoplasm
P97351,ECO:0000269,Nucleus,Nucleus
P39286,ECO:0000269,Cytoplasm,Cytoplasm
Q8CDR2,ECO:0000269,Cytoplasm,Cytoplasm
P14678,ECO:0000269,Cytoplasm,Cytoplasm
P14678,ECO:0000269,Nucleus,Nucleus
P27048,ECO:0000269,Nucleus,Nucleus
Q27YU7,ECO:0000269,Cytoplasm,Cytoplasm
P39940,ECO:0000269,Cytoplasm,Cytoplasm
Q18409,ECO:0000269,Nucleus,Nucleus
Q01657,ECO:0000269,Cytoplasm,Cytoplasm
Q6VTH5,ECO:0000269,Cytoplasm,Cytoplasm
P82933,ECO:0000269,Mitochondrion,Mitochondrion
P38120,ECO:0000269,Mitochondrion,Mitochondrion
P53330,ECO:0000269,Nucleus,Nucleus
Q05543,ECO:0000269,Nucleus,Nucleus
P40063,ECO:0000269,Cytoplasm,Cytoplasm
P40063,ECO:0000269,Nucleus,Nucleus
Q10154,ECO:0000269,Nucleus,Nucleus
Q9UUI6,ECO:0000269,Nucleus,Nucleus
Q9P794,ECO:0000269,Nucleus,Nucleus
Q03369,ECO:0000269,Nucleus,Nucleus
Q05900,ECO:0000269,Nucleus,Nucleus
Q12234,ECO:0000269,Golgi apparatus lumen,Golgi.apparatus
Q8R4C2,ECO:0000269,Nucleus,Nucleus
Q7L099,ECO:0000269,Cytoplasm,Cytoplasm
Q6ZNE9,ECO:0000269,Cytoplasmic vesicle,Lysosome/Vacuole
C3RT23,ECO:0000269,Secreted,Extracellular
C3RT24,ECO:0000269,Secreted,Extracellular
Q9FJG9,ECO:0000269,Mitochondrion,Mitochondrion
P84912,ECO:0000269,Secreted,Extracellular
O74966,ECO:0000269,Nucleus,Nucleus
O74966,ECO:0000269,Cytoplasm,Cytoplasm
O22703,ECO:0000269,Nucleus,Nucleus
Q8RWN5,ECO:0000269,Nucleus,Nucleus
P04271,ECO:0000269,Cytoplasm,Cytoplasm
P04271,ECO:0000269,Nucleus,Nucleus
Q924N4,ECO:0000269,Basolateral cell membrane,Cell.membrane
Q9WVL3,ECO:0000269,Cell membrane,Cell.membrane
Q7YRU6,ECO:0000269,Cell membrane,Cell.membrane
Q9BXP2,ECO:0000269,Cell membrane,Cell.membrane
Q0VGW6,ECO:0000269,Cell membrane,Cell.membrane
Q8VC69,ECO:0000269,Cell membrane,Cell.membrane
Q9Y694,ECO:0000269,Basolateral cell membrane,Cell.membrane
Q5RLM2,ECO:0000269,Basolateral cell membrane,Cell.membrane
Q86WA9,ECO:0000269,Cell membrane,Cell.membrane
P58735,ECO:0000269,Cell membrane,Cell.membrane
P45380,ECO:0000269,Basolateral cell membrane,Cell.membrane
P50443,ECO:0000269,Cell membrane,Cell.membrane
O70531,ECO:0000269,Cell membrane,Cell.membrane
P40879,ECO:0000269,Apical cell membrane,Cell.membrane
Q9WVC8,ECO:0000269,Membrane,Cell.membrane
Q2M3R5,ECO:0000269,Cell membrane,Cell.membrane
Q2M3R5,ECO:0000269,Endoplasmic reticulum membrane,Endoplasmic.reticulum
Q8TBE7,ECO:0000269,Cell membrane,Cell.membrane
Q96JW4,ECO:0000269,Cell membrane,Cell.membrane
Q9Y2W3,ECO:0000269,Membrane,Cell.membrane
Q8BJI1,ECO:0000269,Cell junction,Cell.membrane
P31662,ECO:0000269,Cytoplasmic vesicle,Lysosome/Vacuole
O88576,ECO:0000269,Apical cell membrane,Cell.membrane
O88576,ECO:0000269,Cell membrane,Cell.membrane
Q695T7,ECO:0000269,Cell membrane,Cell.membrane
Q695T7,ECO:0000269,Apical cell membrane,Cell.membrane
Q9D687,ECO:0000269,Cell membrane,Cell.membrane
Q9VWQ2,ECO:0000269,Cytoplasm,Cytoplasm
P83783,ECO:0000269,Cytoplasm,Cytoplasm
P86694,ECO:0000269,Secreted,Extracellular
P86695,ECO:0000269,Secreted,Extracellular
P86693,ECO:0000269,Secreted,Extracellular
Q75H77,ECO:0000269,Cytoplasm,Cytoplasm
Q75H77,ECO:0000269,Nucleus,Nucleus
O53361,ECO:0000269,Secreted,Extracellular
P07602,ECO:0000269,Lysosome,Lysosome/Vacuole
Q61207,ECO:0000269,Secreted,Extracellular
P10960,ECO:0000269,Lysosome,Lysosome/Vacuole
P10960,ECO:0000269,Secreted,Extracellular
Q9US33,ECO:0000269,Cytoplasm,Cytoplasm
Q9US33,ECO:0000269,Nucleus,Nucleus
P53324,ECO:0000269,Endoplasmic reticulum membrane,Endoplasmic.reticulum
Q9VWF2,ECO:0000269,Nucleus,Nucleus
Q9VWF2,ECO:0000269,Cytoplasm,Cytoplasm
Q9VWF2,ECO:0000269,Chromosome,Nucleus
P82867,ECO:0000269,Microsome membrane,Endoplasmic.reticulum
P82867,ECO:0000269,Endoplasmic reticulum membrane,Endoplasmic.reticulum
P82868,ECO:0000269,Microsome membrane,Endoplasmic.reticulum
P82868,ECO:0000269,Endoplasmic reticulum membrane,Endoplasmic.reticulum
O65351,ECO:0000269,Secreted,Extracellular
A9QY40,ECO:0000269,Secreted,Extracellular
Q9MAP5,ECO:0000269,Secreted,Extracellular
Q9MAP7,ECO:0000269,Secreted,Extracellular
P84678,ECO:0000269,Secreted,Extracellular
P84679,ECO:0000269,Secreted,Extracellular
Q9FMG4,ECO:0000269,Nucleus speckle,Nucleus
P84680,ECO:0000269,Secreted,Extracellular
P84681,ECO:0000269,Secreted,Extracellular
P84682,ECO:0000269,Secreted,Extracellular
P84683,ECO:0000269,Secreted,Extracellular
P84684,ECO:0000269,Secreted,Extracellular
P84686,ECO:0000269,Secreted,Extracellular
C0HLF8,ECO:0000269,Secreted,Extracellular
Q9P8E3,ECO:0000269,Endoplasmic reticulum membrane,Endoplasmic.reticulum
P79088,ECO:0000269,Endoplasmic reticulum membrane,Endoplasmic.reticulum
Q01959,ECO:0000269,Cell membrane,Cell.membrane
Q61327,ECO:0000269,Cell membrane,Cell.membrane
P23977,ECO:0000269,Cell membrane,Cell.membrane
P51905,ECO:0000269,Cell membrane,Cell.membrane
P31645,ECO:0000269,Cell membrane,Cell.membrane
Q60857,ECO:0000269,Cell membrane,Cell.membrane
Q60857,ECO:0000269,Cell junction,Cell.membrane
P31652,ECO:0000269,Cell membrane,Cell.membrane
Q9Y345,ECO:0000269,Cell membrane,Cell.membrane
P58295,ECO:0000269,Cell membrane,Cell.membrane
P31641,ECO:0000269,Cell membrane,Cell.membrane
O35316,ECO:0000269,Cell membrane,Cell.membrane
Q8K299,ECO:0000269,Cell membrane,Cell.membrane
Q7K5M0,ECO:0000269,Secreted,Extracellular
Q62991,ECO:0000269,Cytoplasm,Cytoplasm
Q62991,ECO:0000269,Endoplasmic reticulum membrane,Endoplasmic.reticulum
Q62991,ECO:0000269,Golgi apparatus,Golgi.apparatus
Q9FL03,ECO:0000269,Nucleus,Nucleus
O81316,ECO:0000269,Nucleus,Nucleus
Q9SCR0,ECO:0000269,Nucleus,Nucleus
A0A024B7I0,ECO:0000269,Nucleus,Nucleus
G8GJ94,ECO:0000269,Plastid,Plastid
Q96NL6,ECO:0000269,Cytoplasm,Cytoplasm
P02719,ECO:0000269,Cell membrane,Cell.membrane
Q93YN0,ECO:0000269,Plastid,Plastid
O43819,ECO:0000269,Mitochondrion inner membrane,Mitochondrion
Q8GXD9,ECO:0000269,Peroxisome,Peroxisome
B3A0P8,ECO:0000269,Secreted,Extracellular
Q2QYF3,ECO:0000269,Cytoplasm,Cytoplasm
Q9HGM4,ECO:0000269,Endoplasmic reticulum membrane,Endoplasmic.reticulum
P53012,ECO:0000269,Endoplasmic reticulum membrane,Endoplasmic.reticulum
O13846,ECO:0000269,Endoplasmic reticulum membrane,Endoplasmic.reticulum
Q03529,ECO:0000269,Endoplasmic reticulum membrane,Endoplasmic.reticulum
P01493,ECO:0000269,Secreted,Extracellular
P08900,ECO:0000269,Secreted,Extracellular
C0HJM9,ECO:0000269,Secreted,Extracellular
C0HLM0,ECO:0000269,Secreted,Extracellular
P84631,ECO:0000269,Secreted,Extracellular
P68410,ECO:0000269,Secreted,Extracellular
P58296,ECO:0000269,Secreted,Extracellular
P86992,ECO:0000269,Secreted,Extracellular
P0DPT3,ECO:0000269,Secreted,Extracellular
P31431,ECO:0000269,Secreted,Extracellular
O35988,ECO:0000269,Secreted,Extracellular
O00560,ECO:0000269,Cell junction,Cell.membrane
O00560,ECO:0000269,Cell membrane,Cell.membrane
O00560,ECO:0000269,Endoplasmic reticulum membrane,Endoplasmic.reticulum
O00560,ECO:0000269,Nucleus,Nucleus
O00560,ECO:0000269,Cytoplasm,Cytoplasm
O00560,ECO:0000269,Secreted,Extracellular
Q9H190,ECO:0000269,Cytoplasm,Cytoplasm
Q9H190,ECO:0000269,Nucleus,Nucleus
Q9H190,ECO:0000269,Cell membrane,Cell.membrane
Q9H190,ECO:0000269,Nucleus speckle,Nucleus
Q86SQ7,ECO:0000269,Cytoplasm,Cytoplasm
Q04401,ECO:0000269,Mitochondrion,Mitochondrion
Q04401,ECO:0000269,Mitochondrion intermembrane space,Mitochondrion
Q04401,ECO:0000269,Mitochondrion matrix,Mitochondrion
P38345,ECO:0000269,Mitochondrion matrix,Mitochondrion
Q9UBV2,ECO:0000269,Endoplasmic reticulum membrane,Endoplasmic.reticulum
Q6P1D5,ECO:0000269,Endoplasmic reticulum membrane,Endoplasmic.reticulum
Q6UXD5,ECO:0000269,Cell membrane,Cell.membrane
Q4V9Z5,ECO:0000269,Endoplasmic reticulum membrane,Endoplasmic.reticulum
A0A0K3AUE4,ECO:0000269,Nucleus,Nucleus
A0A0K3AUE4,ECO:0000269,Cytoplasm,Cytoplasm
Q12745,ECO:0000269,Endoplasmic reticulum membrane,Endoplasmic.reticulum
Q9SX85,ECO:0000269,Cytoplasm,Cytoplasm
Q9SX85,ECO:0000269,Secreted,Extracellular
Q9Y7T6,ECO:0000269,Endoplasmic reticulum membrane,Endoplasmic.reticulum
Q8S3U9,ECO:0000269,Cytoplasm,Cytoplasm
Q8S3U9,ECO:0000269,Secreted,Extracellular
O94598,ECO:0000269,Cytoplasm,Cytoplasm
Q7Z2C4,ECO:0000269,Golgi apparatus membrane,Golgi.apparatus
Q9P0V9,ECO:0000269,Cytoplasm,Cytoplasm
Q8C1B7,ECO:0000269,Cytoplasm,Cytoplasm
Q8C1B7,ECO:0000269,Cell junction,Cell.membrane
Q15019,ECO:0000269,Cytoplasm,Cytoplasm
Q15019,ECO:0000269,Chromosome,Nucleus
P38890,ECO:0000269,Cytoplasm,Cytoplasm
P38890,ECO:0000269,Nucleus,Nucleus
O94256,ECO:0000269,Cytoplasm,Cytoplasm
O94256,ECO:0000269,Nucleus,Nucleus
Q9Y7Q6,ECO:0000269,Cytoplasm,Cytoplasm
O14135,ECO:0000269,Cytoplasm,Cytoplasm
O14135,ECO:0000269,Nucleus,Nucleus
O44498,ECO:0000269,Nucleus,Nucleus
Q9UST7,ECO:0000269,Nucleus envelope,Nucleus
O74458,ECO:0000269,Nucleus,Nucleus
O60174,ECO:0000269,Nucleus,Nucleus
O13650,ECO:0000269,Nucleus,Nucleus
Q12507,ECO:0000269,Nucleus,Nucleus
Q8BP27,ECO:0000269,Nucleus,Nucleus
Q9USV1,ECO:0000269,Cytoplasm,Cytoplasm
Q9USV1,ECO:0000269,Nucleus,Nucleus
Q93Y07,ECO:0000269,Plastid,Plastid
D7AF63,ECO:0000269,Cell membrane,Cell.membrane
D7AF64,ECO:0000269,Cell membrane,Cell.membrane
O19116,ECO:0000269,Secreted,Extracellular
P0C606,ECO:0000269,Nucleus,Nucleus
Q9USW9,ECO:0000269,Cytoplasm,Cytoplasm
Q9USW9,ECO:0000269,Nucleus,Nucleus
O94397,ECO:0000269,Nucleus,Nucleus
O35964,ECO:0000269,Cytoplasm,Cytoplasm
O35179,ECO:0000269,Cytoplasm,Cytoplasm
O35179,ECO:0000269,Membrane,Cell.membrane
O35179,ECO:0000269,Cell junction,Cell.membrane
P38272,ECO:0000269,Endoplasmic reticulum membrane,Endoplasmic.reticulum
Q3UH99,ECO:0000269,Cell junction,Cell.membrane
Q8C3Q5,ECO:0000269,Cell junction,Cell.membrane
Q9CZN4,ECO:0000269,Cell junction,Cell.membrane
C0HJB4,ECO:0000269,Secreted,Extracellular
C4P6S0,ECO:0000269,Cytoplasm,Cytoplasm
Q6QD73,ECO:0000269,Cell membrane,Cell.membrane
Q6QD73,ECO:0000269,Cytoplasmic vesicle,Lysosome/Vacuole
Q8L607,ECO:0000269,Mitochondrion,Mitochondrion
Q96ST3,ECO:0000269,Nucleus,Nucleus
Q60520,ECO:0000269,Nucleus,Nucleus
Q62141,ECO:0000269,Nucleus,Nucleus
Q8S3N1,ECO:0000269,Nucleus,Nucleus
Q8S3N1,ECO:0000269,Cytoplasm,Cytoplasm
Q93WE4,ECO:0000269,Cytoplasm,Cytoplasm
Q93WE4,ECO:0000269,Nucleus,Nucleus
O61668,ECO:0000269,Secreted,Extracellular
P19855,ECO:0000269,Secreted,Extracellular
Q62232,ECO:0000269,Nucleus,Nucleus
Q6K8D9,ECO:0000269,Nucleus,Nucleus
O80653,ECO:0000269,Nucleus speckle,Nucleus
Q9PSM9,ECO:0000269,Secreted,Extracellular
Q86UD5,ECO:0000269,Cell membrane,Cell.membrane
Q86UD5,ECO:0000269,Mitochondrion membrane,Mitochondrion
Q5BKR2,ECO:0000269,Cell membrane,Cell.membrane
Q5BKR2,ECO:0000269,Mitochondrion membrane,Mitochondrion
Q5BKR2,ECO:0000269,Cytoplasmic vesicle,Lysosome/Vacuole
Q5BKR2,ECO:0000269,Basolateral cell membrane,Cell.membrane
Q9PSM8,ECO:0000269,Secreted,Extracellular
Q99LZ3,ECO:0000269,Cytoplasm,Cytoplasm
Q99LZ3,ECO:0000269,Nucleus,Nucleus
Q9P7C8,ECO:0000269,Nucleus,Nucleus
Q03406,ECO:0000269,Nucleus,Nucleus
P0C093,ECO:0000269,Cytoplasm,Cytoplasm
C0HKZ6,ECO:0000269,Secreted,Extracellular
P86950,ECO:0000269,Secreted,Extracellular
H2A0K9,ECO:0000269,Secreted,Extracellular
P86951,ECO:0000269,Secreted,Extracellular
Q9RRB6,ECO:0000269,Secreted,Extracellular
P03973,ECO:0000269,Secreted,Extracellular
P97430,ECO:0000269,Secreted,Extracellular
P22298,ECO:0000269,Secreted,Extracellular
Q6V9X0,ECO:0000269,Secreted,Extracellular
Q7G7J6,ECO:0000269,Nucleus,Nucleus
P53251,ECO:0000269,Nucleus,Nucleus
O74534,ECO:0000269,Cytoplasm,Cytoplasm
Q7TN29,ECO:0000269,Cytoplasm,Cytoplasm
Q9SSF1,ECO:0000269,Nucleus,Nucleus
Q9SY09,ECO:0000269,Nucleus speckle,Nucleus
Q9SY09,ECO:0000269,Nucleus,Nucleus
Q9H4F8,ECO:0000269,Secreted,Extracellular
Q8CD91,ECO:0000269,Secreted,Extracellular
X5HYT8,ECO:0000269,Nucleus,Nucleus
X5HYT8,ECO:0000269,Cytoplasm,Cytoplasm
Q53HV7,ECO:0000269,Nucleus,Nucleus
Q9SZR3,ECO:0000269,Nucleus,Nucleus
Q9LML2,ECO:0000269,Nucleus,Nucleus
O80875,ECO:0000269,Nucleus,Nucleus
F4IGZ2,ECO:0000269,Nucleus,Nucleus
P32909,ECO:0000269,Cytoplasm,Cytoplasm
P39929,ECO:0000269,Cytoplasm,Cytoplasm
P39929,ECO:0000269,Nucleus envelope,Nucleus
Q12483,ECO:0000269,Cytoplasm,Cytoplasm
Q62876,ECO:0000269,Cytoplasmic vesicle,Lysosome/Vacuole
O55101,ECO:0000269,Cytoplasmic vesicle,Lysosome/Vacuole
P53207,ECO:0000269,Cytoplasm,Cytoplasm
P53207,ECO:0000269,Nucleus,Nucleus
Q9Y675,ECO:0000269,Nucleus,Nucleus
Q9WU12,ECO:0000269,Nucleus,Nucleus
O43290,ECO:0000269,Nucleus,Nucleus
Q53GS9,ECO:0000269,Nucleus,Nucleus
Q9Y5X3,ECO:0000269,Cell membrane,Cell.membrane
Q9UNH7,ECO:0000269,Cytoplasmic vesicle,Lysosome/Vacuole
Q9UNH7,ECO:0000269,Cytoplasm,Cytoplasm
Q9UNH7,ECO:0000269,Nucleus,Nucleus
P00441,ECO:0000269,Cytoplasm,Cytoplasm
P00441,ECO:0000269,Mitochondrion,Mitochondrion
P00441,ECO:0000269,Nucleus,Nucleus
Q23533,ECO:0000269,Cytoplasm,Cytoplasm
Q10122,ECO:0000269,Cytoplasm,Cytoplasm
P0C2P6,ECO:0000269,Secreted,Extracellular
Q92673,ECO:0000269,Golgi apparatus membrane,Golgi.apparatus
Q92673,ECO:0000269,Golgi apparatus,Golgi.apparatus
Q92673,ECO:0000269,Endoplasmic reticulum membrane,Endoplasmic.reticulum
Q92673,ECO:0000269,Cell membrane,Cell.membrane
Q92673,ECO:0000269,Cytoplasmic vesicle,Lysosome/Vacuole
Q92673,ECO:0000269,Secreted,Extracellular
O88307,ECO:0000269,Secreted,Extracellular
Q95209,ECO:0000269,Secreted,Extracellular
Q99523,ECO:0000269,Golgi apparatus,Golgi.apparatus
D5DQW6,ECO:0000269,Cell membrane,Cell.membrane
P13801,ECO:0000269,Cell membrane,Cell.membrane
O34853,ECO:0000269,Cell membrane,Cell.membrane
Q60854,ECO:0000269,Cytoplasm,Cytoplasm
Q03954,ECO:0000269,Nucleus,Nucleus
Q03954,ECO:0000269,Cytoplasm,Cytoplasm
Q03954,ECO:0000269,Chromosome,Nucleus
O14285,ECO:0000269,Nucleus,Nucleus
O14285,ECO:0000269,Cytoplasm,Cytoplasm
O14285,ECO:0000269,Chromosome,Nucleus
P36131,ECO:0000269,Nucleus,Nucleus
P36131,ECO:0000269,Cytoplasm,Cytoplasm
P36131,ECO:0000269,Chromosome,Nucleus
Q10259,ECO:0000269,Endoplasmic reticulum membrane,Endoplasmic.reticulum
P16537,ECO:0000269,Golgi apparatus membrane,Golgi.apparatus
